ax,ay,az,gx,gy,gz
0.003,0.998,0.036,-2.380,7.080,-3.357
0.028,0.913,0.026,-9.460,13.855,-2.747
0.037,0.960,0.025,-16.174,9.827,-6.714
0.096,1.031,-0.001,-6.409,0.000,-5.920
0.082,0.985,-0.059,-1.953,6.104,-7.507
0.080,1.062,-0.042,3.296,3.540,-6.287
0.069,0.961,-0.052,8.301,3.906,3.784
0.058,0.932,-0.050,-0.427,3.662,2.808
0.098,0.966,-0.083,-1.648,-2.441,2.869
0.076,0.988,-0.054,-4.150,1.648,-1.831
0.114,1.021,-0.073,6.897,-0.488,-0.732
0.099,0.943,-0.095,4.944,-3.174,2.686
0.097,0.992,-0.061,-1.709,-3.296,2.319
0.091,1.007,-0.065,8.179,-5.127,1.587
0.073,0.958,-0.069,8.728,-4.028,2.380
0.073,0.979,-0.063,9.338,-2.136,2.136
0.087,0.960,-0.054,5.310,-2.441,4.211
0.066,0.982,-0.057,8.423,-6.226,5.310
0.047,0.983,-0.081,8.179,-6.775,5.310
-0.006,0.961,-0.073,9.155,-6.653,4.578
-0.027,0.979,-0.070,6.775,-5.371,0.977
-0.034,0.989,-0.047,8.728,-1.160,0.122
0.044,0.936,-0.090,10.193,-3.418,5.859
0.064,0.943,-0.054,-2.502,-6.897,7.629
0.072,0.928,-0.048,-3.662,-10.803,5.737
0.024,0.913,0.000,-20.874,-10.803,8.972
0.049,0.985,-0.085,-35.583,-12.817,19.775
0.144,1.174,-0.136,-33.203,-10.376,9.888
0.187,1.006,-0.115,8.057,-4.211,-0.854
0.111,0.954,-0.129,10.559,-6.042,-4.517
0.037,1.007,-0.152,13.611,-9.216,-6.287
0.024,0.937,-0.146,14.954,-3.540,0.061
0.066,0.894,-0.173,7.812,1.526,9.705
0.089,0.955,-0.177,4.517,5.859,10.010
0.073,0.978,-0.218,14.771,9.827,9.949
0.069,0.887,-0.212,18.982,12.634,10.193
0.100,0.826,-0.225,12.207,17.517,14.709
-0.077,1.303,0.005,-24.475,6.348,-36.987
0.195,0.835,0.022,76.965,31.128,-21.545
0.146,0.952,-0.036,-9.033,8.911,-3.357
-0.028,1.055,0.165,7.202,16.541,-7.202
-0.058,0.895,0.007,26.306,14.587,-2.319
0.081,0.973,0.022,11.475,11.230,-14.832
0.043,1.104,0.052,16.296,27.039,2.563
-0.002,0.887,-0.059,17.883,6.592,14.221
-0.016,0.934,-0.007,2.930,14.709,11.230
0.052,0.988,-0.029,13.733,21.729,3.479
0.067,0.942,-0.104,18.799,21.484,-5.615
0.073,0.947,-0.046,18.005,22.461,-12.268
0.111,0.943,-0.075,25.818,25.085,-11.353
0.153,0.871,-0.033,29.175,24.963,-7.202
0.163,1.149,0.324,-36.621,10.803,32.043
-0.029,1.197,0.086,1.221,-6.348,24.353
-0.004,1.003,0.316,-27.283,-3.845,6.104
0.062,0.888,0.167,-20.508,19.653,12.207
0.143,0.753,0.083,-27.344,3.418,9.827
0.093,1.117,-0.069,-65.125,-2.380,1.892
0.043,1.102,-0.020,-11.353,3.601,2.563
0.060,0.998,-0.068,7.812,24.109,2.563
0.112,0.932,-0.162,28.503,22.461,0.061
0.140,0.882,-0.168,19.653,14.709,11.536
0.074,0.847,-0.134,6.409,15.747,18.982
0.038,0.933,-0.169,1.343,17.456,15.686
0.079,0.919,-0.225,11.169,18.860,19.409
0.125,1.018,-0.212,-39.978,5.554,4.089
-0.060,1.438,0.229,23.621,2.930,-56.274
0.218,0.862,0.002,27.405,30.945,-3.296
-0.042,1.068,0.137,35.217,-3.662,-29.785
-0.099,0.815,0.066,16.418,30.029,-5.493
-0.108,1.008,-0.021,0.610,13.367,-14.648
0.102,1.215,0.096,1.831,45.105,13.733
0.051,0.913,-0.034,30.762,39.734,19.836
0.015,0.925,-0.014,9.277,29.236,7.019
-0.020,1.039,-0.035,16.541,46.021,3.540
0.086,0.934,-0.073,24.597,51.025,-0.427
0.103,0.929,-0.059,18.860,49.194,-5.798
0.127,0.939,-0.056,19.897,53.406,-7.812
0.160,0.955,-0.072,23.926,44.800,-11.047
0.135,0.749,0.189,-34.363,64.880,19.287
-0.184,1.430,0.205,-5.249,40.771,39.673
0.107,0.717,0.245,10.193,46.082,20.813
0.149,0.846,-0.020,-17.334,52.734,10.559
0.239,0.925,0.037,-37.903,46.021,1.099
0.129,1.190,-0.013,-26.062,50.293,-6.165
0.098,1.003,-0.097,15.686,50.903,-5.432
0.144,0.901,-0.034,7.324,48.462,-1.099
0.194,0.983,-0.087,8.911,55.847,-2.441
0.216,0.946,-0.080,18.127,57.495,5.188
0.215,0.867,-0.093,18.799,56.030,16.785
0.211,0.853,-0.109,7.751,52.673,19.226
0.244,0.836,-0.196,-7.446,39.551,20.569
0.138,1.336,-0.007,-55.420,32.288,-19.348
0.147,1.118,0.116,32.349,39.063,-13.428
0.098,0.948,-0.156,20.630,55.054,3.845
-0.042,0.906,0.042,27.405,47.852,-17.639
-0.139,0.921,-0.036,10.559,65.430,-18.433
-0.047,1.143,-0.041,18.494,50.415,-11.292
0.020,1.103,-0.042,15.625,73.120,21.851
0.032,0.978,-0.046,32.532,75.012,18.250
0.027,0.930,-0.090,23.132,79.956,11.780
0.060,0.963,-0.102,17.273,88.440,8.423
0.124,1.025,-0.075,19.409,75.623,7.080
0.145,0.968,-0.134,29.419,68.298,4.089
0.182,0.904,-0.142,25.391,61.890,1.587
0.171,0.932,-0.068,22.278,55.603,-6.836
0.161,0.951,-0.043,37.659,54.138,-13.245
0.305,1.126,0.343,-12.390,43.579,26.489
-0.188,1.063,0.155,-5.371,36.438,48.950
-0.161,0.919,0.254,-35.767,47.974,4.578
0.109,0.909,-0.025,-19.287,58.655,24.902
0.295,0.793,-0.076,-49.438,37.659,12.512
0.180,1.394,-0.035,-60.547,26.672,-18.372
-0.021,1.061,-0.092,22.583,38.879,0.732
0.077,0.840,-0.116,28.809,34.485,-4.089
0.232,0.881,-0.136,13.306,29.114,0.366
0.129,0.910,-0.150,12.085,19.897,7.690
0.071,0.884,-0.151,10.376,19.104,12.512
0.109,0.909,-0.168,2.563,12.085,9.766
0.164,0.839,-0.230,-3.174,6.775,11.230
0.112,1.206,-0.074,-66.467,4.700,-15.259
0.084,1.253,0.121,66.772,7.935,-39.978
0.207,0.902,-0.119,17.151,13.611,1.221
-0.040,0.903,0.102,4.333,-3.357,-21.912
-0.073,0.997,0.083,10.437,10.742,-16.663
-0.002,1.048,0.021,18.921,-6.409,-17.883
0.077,1.088,-0.006,11.597,24.414,19.348
0.116,0.912,-0.040,20.447,4.883,16.602
0.114,0.946,0.000,9.521,-4.150,5.371
0.058,0.988,-0.064,24.231,5.859,-0.061
0.112,0.913,-0.088,28.259,5.676,-6.226
0.180,0.922,-0.028,28.015,-0.061,-10.010
0.201,0.887,-0.047,25.879,-0.549,-11.780
0.149,0.625,0.112,19.531,35.156,-6.226
0.050,1.447,0.195,-31.738,-41.382,40.100
-0.093,0.839,0.151,-2.258,-52.795,13.672
0.046,0.882,0.149,-37.781,-24.170,6.165
0.142,0.818,0.012,-13.245,-41.016,6.409
0.141,1.058,0.066,-77.454,-76.965,7.080
0.021,1.189,-0.093,-3.540,-53.894,10.376
0.059,0.919,-0.032,11.597,-63.416,5.859
0.130,0.980,-0.128,5.737,-64.331,2.014
0.071,1.000,-0.160,-2.930,-72.083,1.709
-0.043,0.930,-0.113,5.798,-72.083,6.531
0.052,0.856,-0.164,4.944,-73.914,6.470
0.110,0.898,-0.211,-7.141,-72.205,6.836
0.083,0.866,-0.258,-2.869,-70.313,17.761
0.061,1.030,-0.257,-24.353,-86.060,14.221
-0.051,0.962,0.255,48.767,-73.364,-39.978
0.041,0.968,-0.159,30.273,-74.951,4.517
0.025,0.900,0.003,5.676,-100.281,-9.094
-0.196,0.945,-0.122,0.671,-87.952,2.319
-0.252,0.981,-0.080,-5.615,-97.839,-1.526
-0.036,1.106,0.001,-0.977,-70.984,13.306
0.010,0.953,-0.036,16.907,-72.205,4.211
-0.076,0.943,-0.108,16.968,-72.449,-4.761
-0.161,1.007,-0.045,3.235,-72.266,1.099
-0.176,0.952,-0.014,5.920,-60.303,0.061
-0.143,0.970,0.012,9.338,-47.668,-7.507
0.020,0.782,-0.035,24.414,-53.772,-13.855
-0.056,1.184,0.073,-31.250,-42.908,1.465
-0.077,0.867,-0.005,11.902,-28.137,-14.099
0.103,0.960,-0.044,-8.606,-33.875,-9.338
0.126,1.028,-0.035,-31.616,-57.373,2.930
0.102,0.919,0.053,-20.264,-61.279,2.441
0.168,0.973,-0.071,-23.315,-60.608,5.493
0.147,1.139,-0.073,-29.602,-68.909,2.869
0.079,1.042,-0.051,12.939,-56.580,6.653
0.166,0.934,-0.147,31.677,-69.580,-3.052
0.117,0.830,-0.177,6.592,-75.867,4.456
-0.032,0.938,-0.138,-12.817,-73.608,5.066
0.009,1.018,-0.136,-1.526,-72.327,8.301
0.024,0.860,-0.193,5.615,-55.359,9.705
0.021,0.794,-0.225,-4.639,-42.419,12.695
-0.110,1.268,0.030,-60.242,-46.814,-17.151
0.046,1.103,0.107,43.396,-12.512,-12.512
0.031,1.008,-0.058,25.818,-17.639,2.197
0.057,0.890,0.178,6.104,-20.752,-9.094
-0.085,0.919,-0.018,39.001,-30.090,-18.311
-0.144,0.864,-0.060,-1.648,-25.513,-17.090
0.050,1.200,0.052,0.916,-3.723,13.367
0.038,0.850,-0.015,16.479,-14.832,17.517
-0.060,0.983,-0.044,0.061,-16.113,2.563
-0.030,1.023,-0.015,15.015,4.272,-2.502
0.005,0.910,-0.024,22.766,4.395,-4.700
0.023,0.897,-0.022,13.794,-1.160,-8.850
0.037,0.970,-0.050,13.489,4.761,-10.803
0.025,0.829,-0.066,24.292,24.719,-10.925
0.205,1.253,0.326,-36.072,8.484,33.020
-0.143,1.102,0.014,1.648,-19.043,21.973
0.012,0.826,0.247,-30.396,4.456,14.038
0.104,0.913,0.090,-14.282,4.089,14.954
0.189,0.780,-0.005,-47.241,-17.517,10.437
0.079,1.394,-0.040,-54.932,-17.212,-0.977
-0.021,0.963,0.031,18.921,-6.165,8.545
0.062,0.864,-0.072,21.851,-6.348,-2.930
0.130,0.928,-0.153,3.784,-13.672,1.709
0.058,0.945,-0.127,2.258,-20.081,11.108
-0.021,0.939,-0.131,9.338,-18.250,10.803
0.025,0.971,-0.182,10.376,-15.381,9.399
0.054,0.892,-0.189,4.944,-14.404,8.728
0.148,0.842,-0.244,-9.338,-17.029,10.376
-0.265,1.444,0.111,-29.480,-32.715,-59.082
0.230,0.850,0.078,57.190,17.151,-8.972
-0.010,1.099,-0.042,23.804,-8.423,-8.301
-0.105,0.748,0.176,1.648,18.433,-3.479
-0.205,0.947,0.010,14.282,13.123,-19.348
0.104,1.142,0.037,6.165,31.860,-15.015
0.046,1.065,0.009,22.278,42.664,13.000
-0.011,0.938,-0.001,14.771,35.889,11.963
-0.034,1.000,-0.032,14.709,50.232,8.057
0.019,0.939,-0.047,16.479,63.782,5.249
0.009,0.893,-0.019,8.240,72.876,-0.122
-0.032,1.000,-0.053,10.681,76.172,-3.052
0.026,0.981,-0.148,15.015,71.411,-7.507
0.091,0.949,-0.096,13.184,69.153,-10.132
0.341,1.131,0.333,-36.377,73.914,29.358
0.036,1.164,-0.059,21.606,58.167,36.133
-0.061,0.736,0.047,13.245,72.449,20.203
0.007,1.099,-0.003,-15.869,91.614,7.263
0.245,1.104,0.000,12.878,88.928,-2.991
0.223,0.950,-0.110,35.828,106.628,-5.615
0.203,0.880,-0.067,28.137,78.918,-6.409
0.158,0.909,-0.034,4.517,66.711,3.601
0.165,0.944,-0.091,11.108,64.026,3.723
0.186,0.965,-0.022,12.634,56.458,2.014
0.193,0.967,0.002,15.442,50.354,5.493
0.204,0.983,0.024,11.963,39.490,5.981
0.211,0.967,0.049,20.935,36.621,6.470
0.154,0.922,0.050,20.874,35.034,5.676
0.114,0.911,0.027,10.559,27.954,10.132
0.091,0.924,0.003,-0.244,18.677,19.104
0.037,0.942,-0.004,-5.615,15.503,25.696
0.018,1.174,0.058,-19.043,8.301,5.737
0.185,0.850,0.078,10.071,12.390,9.338
0.174,0.990,-0.019,-3.540,-13.000,0.244
0.169,1.028,0.054,10.315,-34.485,-8.972
-0.023,0.974,-0.089,6.287,-34.241,-8.240
-0.052,1.041,-0.057,8.972,-27.710,-7.935
0.066,0.976,0.014,6.104,-26.672,1.770
0.062,0.981,-0.006,1.465,-43.701,2.869
0.058,0.977,-0.027,7.568,-46.326,-3.296
0.042,0.993,-0.005,19.653,-43.579,-12.146
0.018,0.946,0.015,23.926,-46.143,-15.137
-0.018,0.983,0.012,18.127,-42.053,-17.090
0.023,0.887,-0.055,1.953,-33.813,-9.827
0.045,0.946,-0.061,0.549,-21.667,-15.198
0.114,1.039,0.211,-15.991,-14.893,7.507
-0.028,1.219,0.034,-5.005,-39.978,29.602
-0.104,0.882,0.144,-2.869,-43.091,-3.540
0.154,1.018,0.123,-13.672,-27.283,-10.864
0.100,0.795,0.061,-10.681,-45.471,-3.662
-0.030,0.865,0.067,-39.124,-52.734,6.165
-0.002,0.955,0.033,-62.866,-57.007,15.625
0.156,1.217,-0.037,-48.340,-70.862,10.376
0.150,1.097,-0.063,9.766,-58.044,7.629
0.090,0.915,-0.125,15.686,-65.674,1.221
0.080,0.899,-0.142,-3.845,-83.435,3.967
0.030,0.932,-0.163,-8.972,-82.581,11.902
0.043,0.938,-0.222,3.479,-82.947,11.292
0.053,0.886,-0.163,-3.113,-75.012,10.437
0.024,0.892,-0.123,-13.550,-59.998,17.944
-0.070,1.396,-0.040,-34.607,-59.998,-2.930
-0.043,1.090,0.159,51.514,-46.143,-20.264
0.026,0.958,-0.134,35.706,-76.599,3.845
-0.027,0.928,0.014,20.264,-87.646,-7.812
-0.129,0.994,-0.179,31.799,-68.298,-11.597
-0.146,0.933,-0.054,13.855,-73.730,-7.141
0.006,0.972,-0.091,0.122,1.587,0.916
0.009,0.991,-0.089,0.854,1.587,1.221
0.006,0.983,-0.091,2.197,0.793,1.038
0.008,0.973,-0.087,3.235,-0.549,1.526
0.005,0.973,-0.090,1.343,0.732,1.160
0.007,0.995,-0.103,3.479,0.916,1.465
0.003,0.982,-0.088,3.479,0.793,2.197
0.011,0.979,-0.090,4.272,0.366,1.343
0.006,0.981,-0.087,1.831,1.221,0.671
0.017,0.980,-0.094,0.549,1.465,0.977
0.018,0.980,-0.105,3.540,-0.610,1.587
0.001,0.962,-0.097,3.418,0.732,0.977
0.008,0.986,-0.102,2.258,0.244,1.343
0.013,0.972,-0.095,2.258,0.488,1.282
0.014,0.987,-0.108,3.723,0.549,1.709
0.003,0.975,-0.093,2.625,-0.732,1.099
0.014,0.988,-0.097,5.493,0.000,1.587
0.008,1.026,-0.094,16.174,-2.075,0.183
0.003,1.003,-0.057,31.738,-7.568,2.258
0.004,0.923,-0.027,10.986,-4.395,0.549
0.014,1.012,-0.062,-0.244,11.169,2.319
0.004,0.939,-0.038,6.470,7.935,0.732
0.026,1.013,-0.038,-3.296,0.916,-3.174
0.018,0.975,-0.033,1.038,6.592,1.587
0.011,0.973,-0.043,-0.549,8.667,2.319
-0.003,0.963,-0.072,-1.099,8.362,3.296
-0.018,0.980,-0.066,-1.587,12.939,4.211
-0.029,0.974,-0.065,-2.136,14.343,4.089
-0.074,0.974,-0.052,-1.709,14.343,4.395
0.014,0.963,-0.039,-0.671,11.902,1.282
0.037,0.970,-0.087,4.028,4.333,-12.756
-0.158,1.152,-0.163,18.433,30.212,-14.526
-0.203,0.938,-0.135,20.691,51.147,-5.676
-0.095,0.935,-0.062,2.930,50.537,7.202
-0.045,0.948,-0.068,-2.625,48.645,5.493
0.025,0.978,-0.086,2.258,52.734,-7.812
0.088,0.966,0.031,-0.549,38.330,-7.507
0.006,1.151,0.092,-13.611,28.442,19.958
-0.213,0.874,-0.170,18.860,50.598,16.846
0.047,0.895,-0.140,0.305,57.495,-4.517
0.098,1.212,-0.234,-11.047,67.688,1.099
0.201,0.954,-0.165,16.968,66.772,-10.132
0.173,0.908,-0.142,16.479,54.932,-18.433
0.139,0.967,-0.134,12.390,39.917,-13.611
0.147,0.985,-0.072,5.432,34.607,-6.470
0.143,0.992,-0.059,6.958,32.532,-3.113
0.120,1.012,-0.072,17.090,29.602,-0.671
0.054,0.935,-0.064,24.658,42.480,0.610
0.041,0.906,-0.065,17.456,48.462,0.610
0.066,0.953,-0.045,6.897,51.819,3.845
0.107,0.999,-0.021,8.484,55.115,6.165
0.150,1.008,-0.047,11.658,46.814,1.099
0.173,0.935,-0.059,17.822,35.156,-3.418
0.181,0.938,-0.029,15.198,24.902,7.690
0.113,0.885,0.003,16.785,6.958,21.851
0.185,0.830,-0.117,9.155,-16.235,53.162
-0.231,1.419,0.154,-15.381,-38.757,-5.920
0.090,0.956,0.043,48.218,-17.395,17.578
0.028,0.861,-0.036,39.246,-37.231,2.258
-0.050,0.965,0.159,12.146,-12.207,-3.845
-0.127,0.906,0.034,21.729,-7.568,3.357
0.018,1.039,0.151,2.991,-11.414,10.010
-0.019,0.966,0.150,21.912,1.282,10.681
-0.045,0.907,0.070,16.724,-7.690,4.700
-0.079,0.981,0.119,5.249,-9.705,4.089
-0.108,0.960,0.124,11.536,-8.789,4.089
-0.086,0.939,0.095,8.301,-5.554,1.648
-0.101,0.943,0.102,2.014,-2.563,-2.136
-0.100,0.924,0.074,-1.404,1.099,-1.343
-0.049,0.914,0.059,-14.221,4.395,-0.610
-0.016,0.963,0.087,-22.034,10.620,-2.380
-0.044,0.993,0.111,-15.198,16.724,-5.249
-0.062,0.950,0.122,-13.184,24.658,-2.502
-0.048,0.989,0.107,-17.456,25.085,-0.916
-0.093,0.948,0.074,-7.080,30.396,-6.714
-0.057,1.028,0.014,3.906,34.424,-16.602
-0.062,1.022,0.036,1.587,35.706,-0.732
-0.063,1.010,0.016,-0.916,32.471,6.958
-0.042,1.035,0.025,5.859,38.513,4.456
-0.027,0.995,-0.011,14.954,52.246,1.465
0.040,0.968,-0.064,12.695,53.833,1.892
0.132,0.931,-0.110,14.526,44.922,-1.770
0.208,0.910,-0.082,12.146,36.072,-6.104
0.070,0.807,0.057,9.888,35.034,-3.235
-0.088,1.187,0.200,-22.034,27.222,39.917
-0.237,0.974,0.174,-14.771,24.170,22.949
-0.069,1.043,0.027,-22.217,48.157,10.986
0.157,0.905,-0.080,-11.414,40.833,8.911
0.227,1.047,0.013,-37.109,28.076,-6.226
-0.014,1.084,-0.056,6.592,32.227,-10.193
-0.041,0.898,-0.010,20.264,33.142,-6.287
0.090,0.922,-0.060,0.549,35.156,-1.770
0.119,0.980,-0.049,3.296,31.677,2.014
0.058,0.936,-0.088,10.742,36.072,6.409
0.045,0.952,-0.101,9.766,26.672,8.118
0.071,0.943,-0.146,4.333,18.677,13.794
0.052,0.855,-0.178,-3.418,18.616,18.311
-0.068,1.188,-0.014,-24.170,15.381,-11.047
-0.022,1.062,0.038,58.594,36.011,-15.747
0.138,0.757,0.028,27.283,21.545,-12.695
0.006,1.131,0.190,-11.780,6.775,-22.156
-0.148,1.005,0.014,38.269,26.062,-5.066
-0.178,0.968,-0.014,-5.249,33.020,22.278
-0.002,0.953,0.068,-13.977,39.063,24.597
0.093,1.039,0.055,3.418,27.161,13.428
-0.004,0.983,-0.039,9.521,28.137,4.333
-0.005,1.029,-0.021,6.775,23.254,8.606
0.012,0.881,-0.017,10.803,17.517,11.353
0.034,0.925,-0.022,2.991,13.733,4.456
0.004,1.032,0.018,5.005,12.329,-3.174
-0.025,1.012,0.024,11.780,1.770,-3.052
-0.087,0.991,-0.035,13.916,6.226,-3.113
0.019,0.958,0.016,7.629,2.808,-5.981
0.139,0.921,0.002,7.812,-1.953,-8.728
0.094,0.915,-0.030,1.099,-12.329,-20.020
-0.146,0.837,0.045,7.141,11.353,-21.484
-0.022,1.153,0.116,-8.728,5.920,12.573
0.016,0.882,0.093,-5.066,-12.390,1.587
0.065,1.006,-0.023,-30.640,-2.014,-4.944
0.242,0.875,0.018,-19.775,-23.560,0.671
0.113,1.035,0.016,-21.240,-24.597,-13.489
-0.046,1.140,-0.086,7.385,-4.211,-9.277
0.048,0.879,0.010,20.142,-13.123,-5.188
0.071,0.875,-0.004,0.488,8.423,2.502
0.092,0.926,-0.079,-11.230,8.728,-0.427
0.088,1.083,-0.080,-10.803,6.409,1.770
0.094,1.015,0.013,15.869,17.700,2.502
0.050,0.935,0.001,27.771,19.043,5.127
0.092,0.998,-0.064,13.977,20.447,6.287
0.128,1.015,-0.016,17.578,21.484,1.099
0.182,0.888,0.001,12.878,26.184,5.981
0.233,0.903,-0.068,-6.714,12.329,7.812
0.136,0.984,-0.116,-4.700,3.723,9.521
0.116,0.857,-0.168,-0.305,-2.319,18.188
0.058,0.939,-0.086,-14.465,-0.427,17.456
-0.111,1.279,0.194,-8.423,12.756,-15.015
0.047,0.888,0.160,27.649,22.766,-5.249
0.187,1.087,-0.108,-20.813,-21.484,16.663
0.098,1.081,0.158,26.367,-12.817,6.958
-0.147,1.025,-0.121,25.146,-15.808,-0.854
-0.156,0.960,-0.151,-16.418,-20.752,24.231
-0.069,1.025,-0.017,-5.920,13.000,16.968
-0.120,0.865,-0.051,11.475,5.493,12.207
-0.115,0.979,-0.190,-25.391,11.780,15.381
-0.026,1.038,-0.051,-13.428,-0.427,20.752
0.006,0.947,-0.068,11.841,1.465,8.667
-0.100,1.023,-0.085,25.696,-6.714,-18.860
-0.156,0.987,-0.024,32.715,-3.723,-12.512
-0.198,1.073,-0.116,21.240,6.348,-2.258
-0.169,0.856,-0.040,12.390,25.940,-7.751
0.002,1.036,-0.000,8.789,36.438,-5.249
-0.054,0.903,-0.018,11.414,32.410,-9.033
-0.035,0.950,-0.085,6.042,28.992,-6.958
-0.079,0.909,0.004,-4.883,31.128,-4.395
0.137,1.161,0.208,-36.682,21.362,28.748
-0.092,0.901,-0.071,14.099,14.526,16.541
-0.226,1.012,0.064,-53.711,25.879,-10.681
-0.028,1.098,-0.032,-1.648,44.250,8.606
0.253,0.967,-0.120,-20.935,40.771,-0.916
0.255,1.004,-0.118,-14.343,30.334,-14.648
0.078,1.033,-0.162,-19.775,19.775,-5.371
0.093,0.909,-0.219,-12.939,2.136,-13.245
0.147,1.022,-0.149,-8.301,7.263,-17.517
0.058,0.936,-0.185,14.648,4.028,-6.165
0.078,0.864,-0.177,10.559,8.667,2.380
0.069,0.978,-0.154,17.090,17.761,10.925
0.109,1.049,-0.151,22.583,11.780,10.010
0.162,0.935,-0.133,35.950,7.690,14.648
0.231,0.908,-0.099,32.959,0.000,13.977
0.062,0.981,-0.132,7.996,-2.441,3.845
0.076,0.963,-0.093,8.606,-10.864,5.066
0.127,0.900,-0.117,7.751,-14.465,17.151
-0.157,1.340,0.203,-19.470,-1.038,-19.592
0.065,0.928,0.125,56.335,1.282,1.770
0.191,0.723,-0.219,-10.803,-56.274,11.658
0.147,1.328,0.325,-37.048,-55.786,-8.240
-0.135,0.957,-0.215,44.128,-48.279,-1.404
-0.165,0.931,-0.143,-18.921,-51.941,-3.418
-0.128,1.015,-0.032,4.028,-18.738,8.179
-0.107,0.950,-0.117,-2.197,-12.146,12.756
-0.168,0.958,-0.050,-15.320,-3.540,8.850
-0.040,1.029,-0.109,-4.517,-0.671,8.728
-0.002,0.989,-0.064,8.423,2.625,0.671
-0.082,1.031,-0.076,23.804,4.089,-9.399
-0.117,0.994,-0.080,25.146,12.573,-3.906
-0.111,1.033,-0.069,19.592,21.729,5.127
-0.076,0.974,-0.079,20.264,29.541,11.536
-0.014,0.897,-0.126,26.489,45.593,4.944
0.037,0.783,-0.108,8.484,59.204,-4.822
0.151,0.791,-0.010,-17.029,51.270,-27.649
0.082,1.214,0.128,-29.846,37.903,-4.333
-0.166,1.014,-0.069,-4.822,24.780,9.399
-0.012,0.825,0.016,-10.620,56.824,1.282
0.199,1.166,0.055,-33.630,46.387,17.822
0.135,0.996,-0.014,-4.639,18.799,13.794
-0.004,0.931,-0.067,3.784,32.410,1.892
-0.045,1.095,-0.106,-6.287,24.109,4.578
0.036,0.929,-0.037,0.000,25.940,7.996
0.023,1.007,-0.053,4.395,24.658,2.563
0.016,0.970,-0.041,8.484,19.409,-3.662
0.049,1.013,-0.044,3.113,12.512,-5.981
0.039,1.090,-0.068,6.897,7.202,-1.831
0.052,1.066,-0.026,17.395,-3.296,4.150
0.051,0.940,-0.028,16.235,-8.911,2.075
0.045,0.847,-0.005,3.418,-16.724,0.549
0.036,0.918,-0.084,-18.494,-36.316,1.404
-0.072,1.019,-0.178,-21.606,-21.851,10.559
-0.000,0.981,-0.230,-8.972,-16.357,4.578
0.112,0.990,-0.242,-10.620,-14.099,0.488
0.139,1.019,-0.156,0.305,-11.047,-4.150
0.030,0.973,-0.236,28.625,-5.798,-3.967
0.057,0.857,-0.216,29.846,-19.531,1.099
0.100,0.880,-0.234,10.254,-20.386,10.864
0.040,0.889,-0.264,5.798,-18.005,13.550
0.029,0.814,-0.239,7.385,-10.559,18.677
-0.079,1.183,-0.050,-53.040,-21.851,-4.456
0.064,1.096,0.147,43.274,-25.879,-35.034
0.114,1.193,-0.235,8.606,-7.385,2.747
-0.053,1.016,0.079,32.715,-21.912,-9.216
-0.089,0.829,-0.057,18.860,-2.686,8.972
-0.120,0.844,-0.023,-6.592,-29.541,-9.216
-0.040,1.316,0.009,3.418,1.892,2.625
-0.046,0.969,-0.062,29.663,2.441,13.611
-0.035,0.917,-0.042,17.761,-5.249,11.719
-0.059,0.984,-0.075,21.057,10.254,4.211
-0.037,0.874,-0.137,26.672,27.161,-2.686
0.142,0.890,-0.085,14.832,16.724,-13.245
0.116,0.939,-0.010,23.376,22.644,-14.343
0.043,0.887,0.165,-18.677,39.307,6.042
-0.124,1.326,0.017,-20.142,0.427,30.884
-0.003,0.903,0.237,-12.695,-7.874,7.446
0.061,0.833,0.055,-18.066,31.555,16.846
0.023,0.819,0.088,-33.936,3.418,5.249
0.106,1.165,-0.054,-57.983,-10.925,6.348
0.036,1.143,-0.085,-5.615,5.005,2.075
0.019,0.977,-0.053,19.958,13.245,-1.160
0.088,0.914,-0.150,35.400,12.878,-4.211
0.084,0.876,-0.149,14.343,1.526,7.812
0.002,0.869,-0.178,3.113,4.883,15.381
-0.040,0.924,-0.177,2.197,10.376,20.325
0.085,0.769,-0.326,8.423,7.935,23.071
-0.098,1.380,0.090,-66.772,-12.512,-56.580
0.165,0.987,0.167,56.030,19.958,-32.104
0.009,1.214,-0.152,26.489,13.062,-10.376
-0.097,0.768,0.157,16.785,9.277,-5.188
-0.150,0.856,-0.095,-11.047,20.874,1.099
-0.130,1.198,-0.024,-5.188,16.479,-7.874
-0.006,1.047,-0.035,36.499,60.303,14.648
0.000,0.897,-0.034,23.071,40.100,13.977
-0.020,0.986,-0.045,11.108,40.039,6.714
0.009,0.946,-0.094,21.851,51.575,1.709
0.039,0.898,-0.043,11.963,48.767,-2.747
0.019,0.960,-0.078,11.230,41.321,-7.812
0.027,0.915,-0.096,12.390,39.917,-12.146
0.084,0.879,-0.080,9.216,33.752,-15.381
0.202,1.141,0.275,-68.237,39.185,33.447
0.052,1.194,-0.087,21.057,20.813,21.179
0.066,0.964,0.141,16.418,3.235,-4.944
0.088,0.978,0.053,30.029,27.161,-5.676
0.180,0.857,0.086,18.127,-0.244,-7.080
0.137,0.929,0.040,3.723,-3.113,-8.545
0.063,0.976,0.071,12.573,1.465,-6.531
0.128,0.945,0.080,8.545,-5.493,-3.601
0.109,0.954,0.098,10.071,3.296,-4.150
0.122,0.958,0.074,7.812,-15.625,-1.099
0.090,0.936,0.101,4.272,-2.686,0.793
0.122,0.946,0.112,2.625,1.526,0.305
0.104,0.965,0.076,2.991,0.183,-0.916
